user_id,song_id,listen_count
fab45e5b874f5fedc15b4789a81e247a51a42645,SOQGKIY12A8C13BEBC,1
592cbd62bd60384791f616fab766d1635ee450b9,SOMZEVR12A6D22832A,1
7e6426d404ce900bc40d0ab44e3f40edde093e1b,SOMGVYU12A8C1314FF,2
d7f437dcc4a58e3490caa350beb39f4642d03afa,SOHZGLQ12AB01879B0,14
77ceda0a3c03cda0d6d68016b12bcd7e943b6c09,SOTUUWK12AB01821C6,2
fd6ce90930ae8975642fe55cbcfb5d52dbe75b3b,SOQENWM12AB017EDE0,9
36e7049d4c04f8b98debc0488a77696f4e6e62dc,SOMRMKA12AF72A0867,1
fc463349729e2533767ef24f69ab9c9dcd059443,SONIEQI12AF72A9822,12
74f701119772d8b5875c9d06e91e271a79077e18,SOOANTI12A6D4FBC90,2
268026cc72026a58e0308a9bcbf3c85b8ddbfa73,SOUNUNQ12A58A79992,1
1a900171811a6594117d7866a9657dd0260dab2b,SOSGVSG12AF72A1482,1
82867a95e15b9f5c06666a810d1a3b75c2279d5a,SOIBDQV12A8C133A1E,5
470c65144c49b122c4be2ea008cba342b7af2a9d,SOJLLOM12A8C1437AA,1
03a5f244bd381121f3ca1923fd4d4361707987c1,SOMZJGQ12A6D4F9256,1
ba20c659a0fc4f71f6d4f434c6652c5a6f629d1b,SOIBTCL12A8C139B12,3
fe7b2cec467464a962812bf548828ecd09999b2d,SOMHFSB12AC907599A,1
ed03c97ebd1ade7735a8eb247006bb97fe51f7d1,SODYQBI12A8AE48DB4,13
711bafb8a56db01ba924c47824fe52a9baa2786c,SOQDALY12A8C13BEC1,1
5142537b5f692fd747ec2b7841b6ccd3cb505a24,SOICNON12A8C140437,12
5f76ac3905a71dc8c09809d3b4306a6a537408c7,SOWOMMY127F8096DF9,1
3263516d7e33999f847c4587657c151264bb395e,SOAPUDJ12A67ADE98D,10
c60deb6604014b070829c7ab9fe085ec2a5c6170,SOFJOSL12AB0181CA8,1
3855ec93aee696b219edee8e1769ab7ba2467c58,SOETSTN12A81C219A9,1
bb35751dbf61ebe5e9d341c80cc0695a9500c976,SOCGXXL12B0B808865,4
794edb03690e2d163e81500d62ab034470100dbf,SOLEMPP12A8AE4640B,1
958e575ecd8d527c46f188ca1d71a322c4d882a7,SOSLBEG12A8AE47E42,2
295773c4193b190d3527c6fcc228e879809fee1a,SOUFABE12A6701CFFF,2
329579ce2aeb6ec3c52ad9ff3148652a8fdc0976,SOTBAVH12A8C137808,1
ca87e45a42b27754b6cb814e11389953a4b4ac36,SOGGGFS12A8C13415A,2
adbe4cdb34bc5f3fdbace5c65ab92daca07589b5,SOVDSTI12A8C145B85,2
f5c55004da407d5e586c56c915bcf3d15115d489,SOWTLYJ12A8C13BC7C,2
1af865f67947ebe1d47131d1e74925bb3d894ce7,SOHXSEH12A67020A2D,2
2705beb39178bbc7b7a37aff712efd31bc695b56,SOBJCFV12A8AE469EE,1
98e5ab189d7c19391add9adfb72e618aa97f5130,SOIZKYJ12A8C13A5FD,1
63755220de9967f30aa93137ee3211fd269fb6c3,SOPDVTD12A8C13618B,1
2e66366ff3a38f403cb7f4da92c10037bfc31973,SODERTM12A6311081F,1
0595abcc768bdf28962277c00faf1204f0a5acc8,SOWHOCV12AF72AA3E4,1
74f701119772d8b5875c9d06e91e271a79077e18,SOHIOMW12B0B808A9B,1
b39069667d4234f9af6e653ebb2503b5cb344e36,SORYLMG12A8C1339F9,5
1a0146efd5c0b39694002877b837ca0a271ff944,SOTKMXA12A6D4F672F,1
d2ff6806dc267513d4f7c8d56a19e03f7182d192,SOIOSMN12AB018749E,1
2568aff0ee8deecab033c40a8198efd39bfd2b38,SOMZAIL12A6D4FA075,1
46c16c36e8fbd3468bc607f9a594f02ac42d08b5,SOEAIVD12B34F33062,2
185cebfd898ece0a50b9f3a6d056349be4a5c872,SOVXCNA12A58A7881A,1
a14a2ada83de224d6fcd788ed233bd78ec583489,SOHWQYB12AB01830C1,1
0b93483de4d968fa7fe82299fee2581f4f71941b,SOMGBSW12AB017E7E6,1
1b94306c356f362197a99bb96ae0a539e2bc3844,SODGVGW12AC9075A8D,1
07b973c41ad4e6ed8aec7ac786be92403291cb41,SOECDQZ12A58A784BA,6
9aa2dadb1bd56c79a96157aac2b5cc9a0af509e5,SOSHTTP12A8C13ACAC,1
6e901d50e7a5b34c857480f7322d8267c30c2793,SOUUVNP12AF72A02F8,1
80c734ae351dad156d4f3a281f78d3ef04ed97f2,SOEBOWM12AB017F279,1
d0353e3817732ffd9b0b57f3fc7ef050d55ba5e8,SOZCWQA12A6701C798,2
72a74614bfe24195a21b2b2b275bd11ce5b6b5a3,SOOMGGT12AB01810FB,1
e13ede88e1e8cc0e4a53c8a8a181eb8d997d0fc9,SOKENKR12AB01828F7,1
915b045f68af3c2554f2c7a0a28703f2a7fe46b9,SOGPBAW12A6D4F9F22,2
9b82a0a52cc79a42d389bf4d08969c1dcd676d76,SOWGEWN12A6D4F789B,1
c3cd9b79ddd113f52b9119f73af8fb4f1af3a808,SOCWJDB12A58A776AF,1
bed79a84ffd6c33410000190e01d8ffd55e777c0,SOFKABN12A8AE476C6,1
e07ead4f96e5fa54c052f79524b650f763dab91f,SOHENSJ12AAF3B2A03,11
b9493d74d246f21154631a3630563b6d0a8c3bac,SOWHYSP12A8C142A21,1
ed4fb12c7b521c0f78997305c16a5e2e328f56db,SOEPRWP12A8C13CC9A,1
9a7f90dd49d9be8d332cf8dcd37144ed10b2aff9,SOLJNZQ12A8C1440E0,1
fa3556854364c6bd1b79499bd36466a864093a3d,SOLRZLK12AF72A3F6C,1
25720d1f193f0e74727b1cfcb758974b04066c9c,SOFRQTD12A81C233C0,1
47003efaec95f296ca1f3fb6aa71e0ef12c868da,SOPUCYA12A8C13A694,5
6ff57e52fea5845ade5854d75d57007f52f51857,SOPXRNS12AB0186314,2
facaa045b34d3bfd0d6924ef3a1dedf796796a79,SODJVTF12A8AE46DFD,1
6cafd65765ec1c7f32a05fd7b38b72ff10293716,SOFOOAA12A8C13D3BC,1
930d2be6c85315d72cab9823ec0f7bfe7e477794,SOJYBJZ12AB01801D0,2
ba9ef101d6124a09d642948a23fc516db23d01d0,SOKCEWP12AB01881D9,2
bf5b6dc80956dc04d0c58393d8b2e53457d39760,SOPPROJ12AB0184E18,2
b31a01b68b838946d40862881b6ca9e53fed0e73,SOLUHHS12A58A81A6B,1
aa8971a9c627935fb78cc60eafd4b03002340713,SOMWBJM12A6702048C,3
edbccb50ef722527fe0ace2c4dbbec49bd22b8fe,SOOTKWZ12AB0181082,1
b6b0a5e536d357fe97fbbe8b71a01d9b6c090846,SOKDQBU12A67AD8F3F,2
64561882aa667e908e8b4280efbeaef4b2fd7d89,SOXNYUA12AB017B49B,1
532ba1de8872c56d2bc02f749f7ca10160ef2008,SOGMESY12A67020F25,9
e3b48b679fc7215d3c7b29c6b944b34c6019a29a,SOPCAXN12A8AE482E0,1
07b818b595f32d3ab0d2046025af2b3efd9d8cfe,SOITKYO12A8C13B3D5,3
095143dbbdce9c10858e602c1955fe4a547b4455,SODIKIZ12A8C137EBC,1
aede537e3211db537a052a0db7188c8a1088d4f9,SOUDLVN12AAFF43658,5
6b64aebb366d1a5d327ca3c4a7f84bdd57b0b504,SOHWSIS12A8C136B46,1
1dda07ff7b9e5b99419fe85d9d8f2674502ff93c,SOZBAAH12A6D4F959F,1
9055c17f5fcc2d17674c2a46d0f63a43ea0cf151,SOIBLPH12A58A77AC1,1
b04e41133dd3d30a5631cc8589a1eadd48a8bd53,SONSQGU12AF72A2EDA,3
76659faa4c1c5ebc4f941c71caba37c6ab88df5e,SOXGQEM12AB0181D35,1
003d0f3aac94fd261bb74c0124a90750579972d4,SOUXVNA12A8C1389D7,7
54387e80c25ccd1ea3d98bfcf938d4ea44439d1b,SOKUIEF12AB017DCD4,13
f8cc6776e21a5e7b69d007f13261faf855530d64,SORJYJL12A81C22448,5
e360c4bb30673d8e7bed7a883acbdb26d49af03d,SOGHJWA12A6D4FC6D7,1
860e9fb619a0bebf19065cd2d469b3faa945a86c,SOHQTKJ12A8AE46A88,1
e360c4bb30673d8e7bed7a883acbdb26d49af03d,SOPRVKW12A6D4FD57B,1
992bb413388c24b43587aba3ac89ade107e3318e,SONIQRE12AF72A2B02,4
3b92e1ca0f459ecb8fb5f8c31dbcac77e44c2926,SOWZVSV12A8C13BBCD,3
182665aaf95638ec22f3816e2512ad4730d10c17,SOISNSU12AC468C0D8,18
edcd3ecd199c8d3ff28b9474c7eba95c8a45a228,SOAPNSG12A8C13481A,1
84b0592ce1c73dc14102efcf7f39b9c75881661e,SOKSNTY12A8C1380FB,4
b334d0aa4e42d66028994ec1c5b3d8f5b89da7c3,SOTULEI12A58A7CB72,2
4bc1950c35a91bf628c2fc34e4bbfaa941a33cba,SOSJBVE12A6D4F894A,1
4552d8e421ec84992d349ea82a2ac6b58f28ac0f,SOLRGNF12AB0187CF4,3
ede59dd2878a1f55a2f8f46f20e1df7ce031ed85,SOHWVHZ12A8C13E5CA,2
60da378e9f3e1cf88e78cdc55335282dc64a371c,SOYHHCO12AB01891DA,1
428ea394ef30c6e955391ad10c6d8af4dd1aebba,SOTWSXL12A8C143349,7
2f1d075571737f4e82b230320c0e591a6721a127,SONEJIJ12AB0185727,5
ad7f99f6dbe2ce32cd7d2cd77a95936b58275eb3,SONCZXW12A8C13A28A,1
0fad93c470b9bd7ec245ed9349f912f5382b4653,SOHHJTA12A8C141725,1
716b24ebd7c4dfaa0dd786cd28de04d92cfc913b,SOWWCNJ12A81C1FFA5,1
951abcd425ad4ceb4da85268f2a1d5e727a485d5,SOYBAYY12A8151BA7C,2
d12aec026efa61b3f505b530391202dfc5d9ce07,SOJNHAY12B0B80C22C,1
b31a01b68b838946d40862881b6ca9e53fed0e73,SOAUFOF12AB0180C65,1
a14a2ada83de224d6fcd788ed233bd78ec583489,SOIKQFR12A6310F2A6,1
fcfa4464e34af8e3cb4ed6e3bea872ff8f6a879e,SOMSXKI12A8AE469C0,2
21bb307ef79cc2396b33ffd0de0d4b496b832c3c,SOSXLTC12AF72A7F54,1
3bdc616c0d2ad1c9b4bbdd223f5b299715516bc4,SOOYUDJ12AB01843AF,1
91f8bceb9dd4f8b6dc69d633f9305d17f735ca7f,SOCCOOK12A8C13EF91,1
0bc74885fb337a05e4bfaf6fb7c61c4421edc03d,SOYELXR12A8C14153A,3
18c5e892702acb261e474ad252b4984162f4b669,SOZVCRW12A67ADA0B7,1
da8b888602988da3ad53483bba4042ab2840961f,SODJWHY12A8C142CCE,1
6020d531cd5fdaad5b54d5fa1ff428f1da9a8176,SOZWPHG12AB018666E,1
8a923f93142e1bb7e865ec06c909f1fddf014aad,SOXEHUH12AB018D1E0,1
da739c9b57df0d06fb403171e59fd71704385205,SOWBTPS12A6D4FA5BE,1
377db3a2141896b725de90812a6d6551eb388043,SOBONKR12A58A7A7E0,1
989a331e3e01f4d3e63bc422185d27efca38162f,SOZJPFX12A6D4F7280,1
e88d00b44c095c570f9272eb005b4d24ebff497d,SOJGGCW12A6701C7AE,1
254ac313d057f3bbbabb9f39d119558b703a9b68,SOQFTUV12A6D4F6351,1
4f7db77726e7f7960ba53926c3c40f9ddadbf2cb,SOENYBK12AB0185B08,1
860703b063d1dead0a1bac7e8ad75f1e9c64c0ac,SOAXHLH12A58A7C27E,3
86aecf3d63464225bf93ea0e7f75cd8904f79751,SOHALKJ12AB017FCC2,8
b8c38439d4dd2511af41ee2d828158e10bcf06c0,SOPCTBB12AF72A1B64,1
66ebb01fbe2383ad5231228339dec0b0e3319999,SOUHJLN12A8C13CE52,2
12c049318415223ee7113a452544caf3ef42f7b3,SOKEUYU12A67ADF7E6,2
1dc394e10666dbd25164b86b28083ea4e372fe8e,SOXWYZP12AF72A42A6,2
b048f21afd5e7467f187bf9f9d413e97c32313a9,SOUDGEV12A8C135FC9,1
12584106d28f563e965f84f02e4276ec3d4b9bb5,SOJYWLL12AB018A7AD,12
fbf254feb9e8da9275e1763bb0ea2cd1b854d286,SOOPCWY12A8C133E7D,3
b8c38439d4dd2511af41ee2d828158e10bcf06c0,SOTASGN12AC9075A8F,1
a5324684df5fed5ed65588f0005088a926197547,SODUQLE12AF72A0F05,1
6ff229d8592b0ef4f335a3e4ae12f0631c0fe079,SOLMOHQ12AB0182677,1
3f972b33288bd97a68cd88696c23cf66b05cb22b,SOUDLVN12AAFF43658,1
b622d4d0e4fbbb76927aa3b33438ebafd8fd6a28,SOPKYBQ12AB0183552,1
ce7e09fc6174c1b2df757871b66dee6e9076fd94,SOVODNO12A8C13C6ED,2
79191b7db93b6dffb8db13b89c5a9d9de1c28448,SOPCTBB12AF72A1B64,1
e62454617184cc3a081c338c4ceb54dbb452e399,SOGOOAB12AF72A071D,1
7e2282b403a842d3653f6d0e823f54250dd29e73,SOQXTDZ12AF729F8B4,1
ba58a1527a083aafcd91c6957ab58571e398a2da,SOPGYCQ12A6D4FB4DC,1
0ab68c18c3c8c81018b4103f992e2048a1ecddc7,SOUCJKZ12AB017ED48,1
c9b7821f269a22df9fadcc8d61eeb30e6acec302,SOOYOJU12A670201D3,1
ca2e3ce4be528c7cf2563e51305773d5a9dde59f,SOJSTYO12A8C13F200,2
459c8390d8996e46de89ce98c3c88258a7b0ca95,SOUKJBT12A6701C4D6,1
61168dfd87d72564bef463e2d916c40b1c02b876,SOFKFXC12AC90732A5,14
884c5fafee51718724bb6f2bb795058140055aa7,SONLOQQ12A8C139AF9,6
adbe4cdb34bc5f3fdbace5c65ab92daca07589b5,SODYMSQ12A58A790AD,1
ef79d2bf52c6973be737f5f3711dc2e5c0ad20f5,SOOLYZQ12A6D4FA5B7,39
1c3cf28149d0d5d9edd24e33d69efacfa1ddd611,SOWTLYJ12A8C13BC7C,1
2a1928f9b4633a643f870f08852c678df30d6d13,SOCYOTN12A8C13A4B1,1
3146f98a5e151f58d1d7f91306d9825c9fb4689b,SODOWUC12AC9097E76,1
088019fb7103254f5bcf81d565c08990f57da269,SOYRJTL12A67AD9551,1
a4f072e9046966c999636ca269a31ffdaa97a791,SOPLZAF12AB01852B7,2
4e41c7b4ba2e706f5113b04c3b96a09fe0f4ab57,SOCVTLJ12A6310F0FD,2
c936e9745633ff50c9b3143a9f0233da753d7114,SOFSETB12A8C134038,2
74a822c5cd64c8977a48fd0a4151e85034b7f483,SOBOUPA12A6D4F81F1,3
f26da297c414ac89119f33670a2faca0e88aa0a1,SOGIKER12AB018F743,1
54a0e74e8fcf1488e94c2b2f04dd4d401456f59c,SOLPVAQ12AB017EB35,11
a8b1d44ed17ad70782086141a8e693f890512ef9,SOWDCUK12A8C14347C,1
1c94ad2ee7339afd5f101ec9335e24efcaae71bb,SOWNRRW12A58A801BA,1
4047b5c15ff6da0a1c2d2a3198de166e0cb09ff1,SOWEHOM12A6BD4E09E,2
1523bdaa4f2883360a6c67499247c324b3ad39af,SOIBLKQ12AB0183E85,6
a0f9c2e6088a09e25dcc4095a7732b91ea866394,SOUNSGL12AB01832A3,3
27febfafb67671ad93af83dd8dfdc997142602e3,SOEFSXD12AF72ACED4,4
800a9cf06e936b62ccd929886df06a4088115bbe,SOHPFTU12A670214B7,1
5a4c886d63659463bb2bc409057e58eb8c7ba133,SOWQNSQ12AF72A42A5,8
9e8c3534a9ecba2aa45e3764ad408b659191418d,SONINIA12A58A7B6FA,5
fed98fc0bb77a144870e9ffd72a3da5f03ec333c,SOSNYHM12A67ADAFC8,1
909da26e1cc6d5e480d3df595e0077d5de379983,SOZQLHR12AB018AE90,1
da8b888602988da3ad53483bba4042ab2840961f,SONYKOW12AB01849C9,1
14dbc77d46282a82f51865e31bc7fa1700c63279,SONIKQT12A8AE475DF,1
e249a3f20be2bf901ea2e1b44af28ba570fc77c9,SOAOBEK12AF72A9021,1
f0bab3b7337264c5bd3d482e69294f5d896dcf69,SOPLZAF12AB01852B7,1
565fa5f0b94e3ef948b7c2bcfe784ab1919e55ce,SOSXLTC12AF72A7F54,7
a23bf0fe992d53eec71fdf580fbdb377ee4f8ba9,SOUEGBF12AB017EFD5,1
ec30e9f03ddc4fcfa7093c98fe0c9d520e56f7bc,SOTWSXL12A8C143349,11
512e79e9b50d134fc87ef42b21fab64cb00c4b25,SOXLOQG12AF72A2D55,1
a20b64ca9fee324a05fcccb39b69fa9c3977524c,SOAXGDH12A8C13F8A1,8
f8773941b43132558bacc11fc06d85f2a5a8e610,SOJQSWK12A6701ED51,10
511bafaa57e9a2595c66c66b2ed4368bcb6e10b8,SOTRBGU12A58A7C0DA,2
684a27d22c4495040932f1d1fbd822511c41b2a1,SOHZPIK12A58A7CCAE,1
eea1059922630b2db88cd9b0e08fcde274f2acd6,SOLCCCU12A58A7FBD9,1
fbfcd4bc8ae60ac5cbb667034894d451f9dcecdd,SOYJNBM12A8C140480,2
d510423609c2356c39819958834895af5d307512,SOKOEJK12A6701CCA2,6
e9c0a8031b8a865f0a3bfb13f88b582b1312a5e8,SOAVWHY12AB017C6C0,2
f6bc69cc8d0a8b8beac580fc4982b079e4ade76d,SOOIEZB12AC468B167,1
2108f525d0a37d2798f6f824c72dafa7a056ae26,SONQCXC12A6D4F6A37,9
1aef0df7b7ec808bb4b9f9414241b69545f4b74e,SOKOSPK12A8C13C088,3
88b5519caffe7ed1d26fb5325070dc7d112b26a8,SOWWCNJ12A81C1FFA5,1
a05db8e2e49e49afddcff82a6e242e1771f6335f,SOIXTKV12A8C139225,1
afcb2b93ad945c6c611b9fdebd3ef4b2d73e827c,SOWKYIJ12AB017B0AA,2
5ead6b737a7c4535e04bdfdffaebdd0a72eeed74,SOQDMXT12A6D4F8255,1
4b20096b99eb6beafb5465bde45221c8341e3989,SOWPZTO12A8C13BCF2,2
51ec6bcbae077d6a092aea9a898d7e927f788121,SOJUERX12AB0184DE1,1
6c1cf2a95eba41768a7e186beae1af75db697903,SOGSYMR12A6D4F7B08,14
9673c82b6002b2594ff886fa7cf2ee7f16571ebe,SOHLYTJ12A6D4F9D8A,1
8bb5c96e6d80a90180f9779bd30ea3e37d6a6664,SOQARNI12A8C141964,1
64c760f7202239ff1a6abb3bf232b2135874a51a,SOXOTVJ12A58A7B9D3,3
777e76bb42d9a71bb2a89953e15412f19d236431,SOLRFRZ12A8C1310B2,1
ee9da9d7a376f25fb69e09e349b515085d31e7b9,SOJWPNH12A8C13F64A,1
d4b5e66749394f6de760a73dd93c7ad49811bf06,SOKLRPJ12A8C13C3FE,1
a1e6e74983f6bb59ad3845f3cbd4636366f4ba50,SOQQXKG12A6701C4D6,22
bce443d3f80fcd6f6a14aeaa7135eec5b79a6877,SOXEPDO12A58A7D0D7,2
84fe681649518e2908c1f3226cfac4ea73910cd1,SOSSNRI12AB0182B1A,2
258629996256739a09e5711a799ee79207b1a6fd,SOKILDI12A679C807F,1
3a963c5af6c1b112f23809f463ea1943a95dc353,SOSCIZP12AB0181D2F,1
efcd38882f15b410c8cf64fee66029d3e2856588,SOOQIEK12A8C13EA1E,3
adc919a65ab710b3d35334cae6873d956b13eac2,SODYAQG12A6D4FD15C,1
0834bfc2241561d112b4bf39d84a40ec1607abbd,SOJBFFO12A6D4F6D00,7
927eb4142b11b54c807fa7664068dbb58cb23d89,SORJICW12A8C13640D,2
c970fc67842f9a0275885ff71ec5492cf8ad0833,SOBOUPA12A6D4F81F1,13
c0683be4924b3384862192fcb2c5e48e0f9dfdd2,SOEZMOB12A8C139067,1
2a1928f9b4633a643f870f08852c678df30d6d13,SONDJCU12AB017B729,7
3f390f0b6093c3fd2658c2f72772b26776c031b5,SOHTRRT12AB018148B,1
579647c17b1469de6679659196efd86e4d0509b4,SODJANU12AB0188D30,1
8f5285ef586aef4eb15db6060c42b9e0ea5096e3,SOKSAJJ12A67020C31,1
9d31d6c819fe1f584481f33d20cd58c93515cd5f,SOGTXWE12AC4687F2D,1
3f390f0b6093c3fd2658c2f72772b26776c031b5,SOWOMMY127F8096DF9,1
5c299618a0fa545c6606a1a1f46e2687333e1167,SOVWBYM12A6D4F8A22,5
651f6714718adb97d3e3802ad2d0c9b60d177360,SORBCRG12A6D4F8440,5
e59410bfa548fca8d837ecc06ae3aafe3bfa4af4,SOAREWP12A8C132F0F,2
012d0a7acf3fe725d50b9761c89cadecbd0c98ec,SOCRVWC12A6310F991,3
50d4e007a9a5d58f8e20c4d2d00b1c832321a116,SOAUNAX12AB01876D0,1
86f266475f550557935cbfa8775b4d1830585672,SOGJQBU12A6D4FA8EC,4
b088a105f80d42e0ab7bb0852097c231ea7bea64,SOWFIFP12A8C13A9EE,1
5513243eb3ffc0c5b3a4bfef408b0949487b4407,SOSLQQJ12AB017BDCC,1
106d9f97ca1320bf8e56531e37daeb3d63666eb2,SOPCMUQ12A67ADA1C3,1
10ce5f43ecab07e60baf3a047d9008a60cc3977b,SOGRRZD12AB018696F,3
babb25ce054d253536994c9335cbfd4e1ddc0ef3,SOAIAAT12A8C145D49,6
cc12031583df641127cd8f92b45ab75045918888,SOEECZF12A8C13D7A3,5
c9333477733adfc46ec1e40a4d27ff4efcf782af,SOQFCSW12A8C134586,1
a8acf654b8d4d3f5e4de81eb713f6b196daa3183,SODWYNA12A58291E88,1
50678d1a5ce684f6e99710c2ca7691f4c3e16dd2,SOMZTMR12A8C14177C,1
8092af71bfecf1efaf3015f24e389a0116a7dcdf,SOOIQRH12A58A7B875,6
8fb8ef50f9e0d8ee6ecf243be0e1ec1a83cb6154,SOZKUDL12A8C1392B8,1
d6fd550298fc64fc8182e0a25b070c80e48634c5,SOIHOIQ12A8C138593,4
2100d352a24d156199843f68414044b5c3af0866,SOUIVNJ12AB0183D5C,12
62dd197eb9d5ddfc139c38cfa7da766a9cbc432d,SONQNYE12A58A7AA7F,1
8a429bb198bb423ce224fee14a4f9731191ea8fa,SOCGMXY12A6701E069,1
e0062f66fd71ff2dcdd2fd95f9d961daf472334f,SOGYKVS12A67020EDD,1
c75f0c169a85ea1a2885fcbabaf1acae6cc68c68,SOUUTRO12AB0185262,2
f3e807a0b268eb8d4531dbd3654ad991f56d7449,SOZVCRW12A67ADA0B7,1
ae0e15d1af47072982a61f363897295a2d81136f,SOVXPEY12A6D4F7EFC,2
45319c6272926a168da25ee18c6d68c73462fe99,SOVWADY12AB0189C63,2
440ae0d7ffa0de6e9853e3bf417413a46b9aa48f,SOVCFZC12A81C2394F,7
978d344fc33a64034644ee3478c661559974e97c,SOBVMDO12A6701F970,2
b6b0a5e536d357fe97fbbe8b71a01d9b6c090846,SOXFSRA12A6310E1C8,4
ac7abbf813a388764f6c18521bc73b4a36543d86,SOXKFRI12A8C137A5F,1
52e6384c9ba2b44c144a4c6cd267ded9215dbb17,SOGCBQL12A67ADE302,1
77cac5c3389010b64d01b30f725c24de4a5bb626,SOAZPPR12A6D4F89C6,1
2cd2739793429e69dd90c54492e736f64588fe82,SOYIBFQ12A6701C628,1
a5324684df5fed5ed65588f0005088a926197547,SOKNWRZ12A8C13BF62,1
ebaad5e02278ff8cce9617e1f171cfbf2ddaef1b,SOULTKQ12AB018A183,3
8969b6639090d3a984c377f29b00d33b5419fd8b,SOBPZTW12A58A773B3,1
f0059f00dca917db35b56e035911001f1eeb6772,SOBPIWU12A8C140225,3
c065c6861dd68fea3a529e9a7529eaef432868d2,SOEWYLX12A6D4F8E5F,10
a8eb75e4a218e7d57b0e5e3c0196a6ca29f92c53,SOJXELR12A6D4FA409,4
0d1e1d4239f948d9f3291889502bcf536027204b,SOIBMJD12AB017E8EE,1
1ecd42c59d3f71ec9aa73d28be6ac1f610c3b1fa,SOELHGL12AB017DB4B,5
942d5f40a15c8b71b3b44402b7a04a08787e748a,SOLOHIX12A58A7A2C2,5
f12b727f0335912f8bbea1ef621a5f2a98363b86,SOOIQZC12A6701FEA1,1
b3a7b4fdf3a6dd1da74c49bcd2828c70fb1aa408,SOGGPYZ12AB018045B,5
c626400402625bbac774e4436b38ea179de81948,SONIMNU12B0B8092AB,1
44b1f7741844f03a43f284a1ac8facc7c2cdd7e9,SOFLJQZ12A6D4FADA6,1
b7a6bcdff8306d03bb0de2961d64774b1eed67cf,SOGEZGA12A6D4F74F6,2
14aac3bfdc4b437fdf400ecea10df5014cea08f8,SOWKQYL12AB0183B15,3
596480392c7998aa45ff0bf32a4968b8a5c8439d,SOXZUUK12A6D4F8EE3,1
d5a7bd1f3832d36a344ffbe40d31acddc8089389,SOPKUZQ12A8C131102,2
95f4a6c5b9d77a59538504f6c583b4ab8d94967b,SOYCXUA12A8C133713,1
4da79b9d39b8976cf73b71fdc7fbfbeca41d80cb,SOQENWM12AB017EDE0,1
4b8a6488ddd582ac0508814c34a11a9ceeda31f1,SOLJHUB12A58A78151,3
801c171449299b922ecc804fb0613520e626f0b4,SOJQKCE12A67020846,1
e6fdf341634e68df338679b09937b67787485590,SOGCWUH12AC90732B0,4
b673a0f8bbb6d74a56ee46c8ec4b1448cc0cc5f4,SOKXQDO12AB017FD04,1
89936111a73bad512e2a0995c53f73bdacbcd55b,SOPUCWY12A8C13371B,1
1f1ca09bfb2c04ee5d0b561f70f73ee2b7ab0093,SOVIPXF12AC3DF82FB,1
