user_id,song_id,listen_count,title,release,artist_name,year
2b6c2f33bc0e887ea7c4411f58106805a1923280,SOIWPAX12AB0181918,11,The Hazards Of Love 4 (The Drowned),The Hazards Of Love,The Decemberists,2009
2b6c2f33bc0e887ea7c4411f58106805a1923280,SOMGVYU12A8C1314FF,1,Sinisten tÃ¤htien alla,Tatsum Tisal,J. Karjalainen & Mustat Lasit,0
2b6c2f33bc0e887ea7c4411f58106805a1923280,SONYEOJ12A8C142E86,6,Breed,With The Lights Out - Box Set,Nirvana,0
2b6c2f33bc0e887ea7c4411f58106805a1923280,SOPUCYA12A8C13A694,8,Canada,The End Is Here,Five Iron Frenzy,0
2b6c2f33bc0e887ea7c4411f58106805a1923280,SOQZQNK12A81C1F9D0,3,Yellin' At The Xmas Tree,Devil's Playground,Billy Idol,2005
2b6c2f33bc0e887ea7c4411f58106805a1923280,SORJICW12A8C13640D,3,Mercy:The Laundromat,Westing (By Musket and Sextant),Pavement,1993
2b6c2f33bc0e887ea7c4411f58106805a1923280,SOSDVSH12A81356D41,5,Heaven Is A Truck,Quarantine The Past: The Best Of Pavement,Pavement,1994
2b6c2f33bc0e887ea7c4411f58106805a1923280,SOSXLTC12AF72A7F54,7,Revelry,Only By The Night,Kings Of Leon,2008
2b6c2f33bc0e887ea7c4411f58106805a1923280,SOTCMDJ12A6D4F8528,1,The Gift,We Don't Need To Whisper,Angels and Airwaves,2006
2b6c2f33bc0e887ea7c4411f58106805a1923280,SOTUARP12A8C13CB54,1,Rio,London Weekend,Another Sunny Day,1990
2b6c2f33bc0e887ea7c4411f58106805a1923280,SOUDLVN12AAFF43658,1,Make Love To Your Mind,Playlist: The Very Best Of Bill Withers,Bill Withers,1975
2b6c2f33bc0e887ea7c4411f58106805a1923280,SOUPIYD12A6701DD0B,6,All Night Operator (Part 1),Ooh La La,Goldfrapp,2005
2b6c2f33bc0e887ea7c4411f58106805a1923280,SOVDSJC12A58A7A271,7,Ain't Misbehavin,Summertime,Sam Cooke,0
2b6c2f33bc0e887ea7c4411f58106805a1923280,SOWEHOM12A6BD4E09E,1,16 Candles,16 Candles,The Crests,1988
2b6c2f33bc0e887ea7c4411f58106805a1923280,SOZEBAZ12AF72A80C8,1,Voices On A String (Album Version),Kill The House Lights,Thursday,2007
399793ee5842e6f5b0b7f04fa5ec402454e2fe34,SOAATLI12A8C13E319,1,Love Don't Live Here Anymore,Rhino Hi-Five: Rose Royce,Rose Royce,1978
399793ee5842e6f5b0b7f04fa5ec402454e2fe34,SOAUWYT12A81C206F1,1,Undo,Vespertine Live,BjÃ¶rk,2001
399793ee5842e6f5b0b7f04fa5ec402454e2fe34,SODNDDS12AB017F3D1,2,The Voiceless,And So I Watch You From Afar,And So I Watch You from Afar,2007
399793ee5842e6f5b0b7f04fa5ec402454e2fe34,SOEGIYH12A6D4FC0E3,1,Horn Concerto No. 4 in E flat K495: II. Romance (Andante cantabile),Mozart - Eine kleine Nachtmusik,Barry Tuckwell/Academy of St Martin-in-the-Fields/Sir Neville Marriner,0
399793ee5842e6f5b0b7f04fa5ec402454e2fe34,SOFLJQZ12A6D4FADA6,1,Tive Sim,Nova Bis-Cartola,Cartola,1974
399793ee5842e6f5b0b7f04fa5ec402454e2fe34,SONKAUE12A8C143EF2,1,Don't Come Around Here No More,Southern Accents,Tom Petty And The Heartbreakers,1985
399793ee5842e6f5b0b7f04fa5ec402454e2fe34,SOPUCYA12A8C13A694,1,Canada,The End Is Here,Five Iron Frenzy,0
399793ee5842e6f5b0b7f04fa5ec402454e2fe34,SOPXKYD12A6D4FA876,2,Yellow,Yellow,Coldplay,2000
19d6ebd8c8a622d1b0115c63bee06523792215b5,SOAUWYT12A81C206F1,5,Undo,Vespertine Live,BjÃ¶rk,2001
19d6ebd8c8a622d1b0115c63bee06523792215b5,SOJGZXL12A6D4F2980,7,Dollhouse,Serpentine Gallery - Deluxe 2005 Edition,Switchblade Symphony,1995
19d6ebd8c8a622d1b0115c63bee06523792215b5,SOKRYCJ12A8C13D0F0,9,Illan kaunein nainen (Tava-live),Yo Tekee Meista Varkaat,Sir Elwoodin Hiljaiset Varit,1992
19d6ebd8c8a622d1b0115c63bee06523792215b5,SONQCXC12A6D4F6A37,6,Strut (1993 Digital Remaster),The World Of Sheena Easton - The Singles,Sheena Easton,0
19d6ebd8c8a622d1b0115c63bee06523792215b5,SOPABZM12A6D4FC668,2,I Think I'll Live,Less And Less And I Don't Love You Anymore,Charlie Louvin,0
19d6ebd8c8a622d1b0115c63bee06523792215b5,SOQANUA12AAF3B4628,3,Night Village,Pacifique,Deep Forest,2000
19d6ebd8c8a622d1b0115c63bee06523792215b5,SOSXLTC12AF72A7F54,1,Revelry,Only By The Night,Kings Of Leon,2008
19d6ebd8c8a622d1b0115c63bee06523792215b5,SOYWPMG12A6D4F901A,10,American Soldier,Shock 'N Y'all,Toby Keith,2003
19d6ebd8c8a622d1b0115c63bee06523792215b5,SOZEBAZ12AF72A80C8,1,Voices On A String (Album Version),Kill The House Lights,Thursday,2007
e701a24d9b6c59f5ac37ab28462ca82470e27cfb,SOBONKR12A58A7A7E0,68,You're The One,If There Was A Way,Dwight Yoakam,1990
e701a24d9b6c59f5ac37ab28462ca82470e27cfb,SODCTEP12A58A7E312,1,Easier To Run (Album Version),Meteora,Linkin Park,2003
e701a24d9b6c59f5ac37ab28462ca82470e27cfb,SODEAJC12A58A7769F,1,O Samba E O Tango,Fina Estampa Ao Vivo,Caetano Veloso,1995
e701a24d9b6c59f5ac37ab28462ca82470e27cfb,SOFRCGW12A81C21EA6,7,Hey There Delilah,Now That's What I Call Music! 68,Plain White T's,2005
e701a24d9b6c59f5ac37ab28462ca82470e27cfb,SOFRQTD12A81C233C0,2,Sehr kosmisch,Musik von Harmonia,Harmonia,0
e701a24d9b6c59f5ac37ab28462ca82470e27cfb,SOFZZRP12AB0185228,1,Pieces,Stadium Drum and Bass,Chase & Status ft. Plan B,2009
e701a24d9b6c59f5ac37ab28462ca82470e27cfb,SOHZPIK12A58A7CCAE,1,Te Amo,Rated R,Rihanna,2009
e701a24d9b6c59f5ac37ab28462ca82470e27cfb,SOIJBBH12A8C13E71F,6,Superwoman (Where Were You When I Needed You) (Digitally Remastered),Hold On,Noel Pointer,0
e701a24d9b6c59f5ac37ab28462ca82470e27cfb,SOJCAHF12A6701E955,1,Milk It,In Utero,Nirvana,0
e701a24d9b6c59f5ac37ab28462ca82470e27cfb,SOJNQZO12AF72AAE32,2,Ya Nada Queda,Ultimate Hits Latino,Kudai,2004
e701a24d9b6c59f5ac37ab28462ca82470e27cfb,SOLKSUY12A6701FBD3,1,As The World Turns,The Slim Shady LP,Eminem,1999
e701a24d9b6c59f5ac37ab28462ca82470e27cfb,SOMLYJD12A58A7B155,8,I Wanna Be Sedated (Remastered Album Version ),Loud_ Fast_ Ramones:  Their Toughest Hits,Ramones,0
e701a24d9b6c59f5ac37ab28462ca82470e27cfb,SONXUQR12AB0186C9F,65,So far so long,Lovers never lose,Seine,2007
e701a24d9b6c59f5ac37ab28462ca82470e27cfb,SOQJJUV12AF72A3D3F,17,Alone In This Bed (Capeside),The Moment,Framing Hanley,2007
e701a24d9b6c59f5ac37ab28462ca82470e27cfb,SOQXKUV12A6D4FB4C9,3,Amityville,The Marshall Mathers LP,Eminem / Bizarre,2000
e701a24d9b6c59f5ac37ab28462ca82470e27cfb,SOTEOOV12A58A7AEA3,3,Believe (Album Version),Awake,Skillet,2009
e701a24d9b6c59f5ac37ab28462ca82470e27cfb,SOTOJEN12A8C13D853,1,Jimbo (Album Version),The Black-Man's Burdon,Eric Burdon & War,0
5e3d8c9728270d6557453f0c738e7f443feef13e,SOCSUOL12AAA8C6707,5,The Rain,Konvicted,Akon,2006
5e3d8c9728270d6557453f0c738e7f443feef13e,SODCZEL12A6D4FBAF9,2,Bottle Poppin' (feat. Gorilla Zoe) (Explicit Album Version),Hustlenomics,Yung Joc featuring Gorilla Zoe,2007
5e3d8c9728270d6557453f0c738e7f443feef13e,SOGBXDU12AB018791F,7,Houstatlantavegas,So Far Gone,Drake,0
5e3d8c9728270d6557453f0c738e7f443feef13e,SOGLRAT12A6D4FC502,2,Introducing Tobacco To Civilization (LP Version),Something Like This...The Bob Newhart Anthology,Bob Newhart,0
5e3d8c9728270d6557453f0c738e7f443feef13e,SOGMAVD12A6D4F490C,5,This Time,Invisible Airline,Q-Burns Abstract Message,2001
5e3d8c9728270d6557453f0c738e7f443feef13e,SOHXWUX12AB01821DC,11,Silence,Clubbers Guide 2009,Delerium feat. Sarah McLachlan,1997
5e3d8c9728270d6557453f0c738e7f443feef13e,SOJWFSS12A8C1365FA,1,Before I Let You Go,No Diggity: The Very Best Of Blackstreet,Blackstreet,1994
5e3d8c9728270d6557453f0c738e7f443feef13e,SOMCMKG12A8C1347BF,1,Le Jardin d'Hiver,Smile,Jacky Terrasson,2002
5e3d8c9728270d6557453f0c738e7f443feef13e,SOSFAQM12AB018427B,3,Solo Dolo (nightmare),Man On The Moon: The End Of Day,Kid Cudi,2009
5e3d8c9728270d6557453f0c738e7f443feef13e,SOTEGWG12AB01897AC,1,Forever,Relapse: Refill,Drake / Kanye West / Lil Wayne / Eminem,0
5e3d8c9728270d6557453f0c738e7f443feef13e,SOVUAIQ12A6D4FA180,2,Trash,Rock 'N Roll,The New York Dolls,1973
5e3d8c9728270d6557453f0c738e7f443feef13e,SOWVTCS12AC468543B,1,Show Me,Finally,Justin,0
5e3d8c9728270d6557453f0c738e7f443feef13e,SOYTDBL12A6D4F8148,1,What We Do (Explicit) (Feat. Memphis Bleek),Middle Finger U,Sauce Money Featuring Memphis Bleek,0
c01f9838d66929bd2494eb8e627054024a13d5c4,SOBABRB12A6701DF4B,1,Nah!,Up!,Shania Twain,2002
c01f9838d66929bd2494eb8e627054024a13d5c4,SOBBJKR12A6D4FA788,1,At The Bottom Of Everything,Motion Sickness,Bright Eyes,2005
c01f9838d66929bd2494eb8e627054024a13d5c4,SOBLRAF12A8C13D091,2,Going For the Gold,Oh Holy Fools,Bright Eyes,2000
c01f9838d66929bd2494eb8e627054024a13d5c4,SOEMGOL12A6D4FDFAA,1,Christmas Tears Will Fall,The New Christmas Collection,Showaddywaddy,2001
c01f9838d66929bd2494eb8e627054024a13d5c4,SOFEGST12A58A7D682,1,Oxford Comma (Album),Vampire Weekend,Vampire Weekend,2007
c01f9838d66929bd2494eb8e627054024a13d5c4,SOGTDJQ12A8C13324F,1,A-Punk (Album),Vampire Weekend,Vampire Weekend,2007
c01f9838d66929bd2494eb8e627054024a13d5c4,SOHZGLQ12AB01879B0,1,Undercover Martyn,Undercover Martyn,Two Door Cinema Club,2008
c01f9838d66929bd2494eb8e627054024a13d5c4,SOLIIPO12AB01861F7,1,Costume Party,I Can Talk,Two Door Cinema Club,2010
c01f9838d66929bd2494eb8e627054024a13d5c4,SOMCAFM12A58A7B024,1,Who Can Compare,Let's Not Forget The Story,Foolish Things,2006
c01f9838d66929bd2494eb8e627054024a13d5c4,SOMYYIR12A6D4FA791,1,Road To Joy,Motion Sickness,Bright Eyes,2003
c01f9838d66929bd2494eb8e627054024a13d5c4,SOOCWGH12AC960DA0E,1,Eighties Fan,Eighties Fan,Camera Obscura,0
c01f9838d66929bd2494eb8e627054024a13d5c4,SOOFYTN12A6D4F9B35,6,ReprÃ©sente,Fat Come Back,Alliance Ethnik,1999
c01f9838d66929bd2494eb8e627054024a13d5c4,SOOKEEB12A6D4FA78D,1,Landlocked Blues,Motion Sickness,Bright Eyes,2005
c01f9838d66929bd2494eb8e627054024a13d5c4,SOOZFCC12A58A7D783,1,Cape Cod Kwassa Kwassa (Album),Vampire Weekend,Vampire Weekend,2007
c01f9838d66929bd2494eb8e627054024a13d5c4,SOPKPFW12A6D4F84BC,1,We Don't Stop (Explicit),My Balls And My Word (Explicit),Young Bleed,0
c01f9838d66929bd2494eb8e627054024a13d5c4,SOQQRXS12AF72A186D,2,A Perfect Sonnet,Every Day and Every Night,Bright Eyes,1999
c01f9838d66929bd2494eb8e627054024a13d5c4,SORGVYS12A8AE48882,1,First Day Of My Life (Single Version),First Day Of My Life,Bright Eyes,2005
c01f9838d66929bd2494eb8e627054024a13d5c4,SOVEBCN12A8C13D0A6,6,Kathy with a K's Song,Oh Holy Fools,Bright Eyes,2000
c01f9838d66929bd2494eb8e627054024a13d5c4,SOVXBOT12A8C136816,1,Drops Of Jupiter,Drops Of Jupiter,Train,2001
c01f9838d66929bd2494eb8e627054024a13d5c4,SOWAOGL12B0B80AF67,1,A Gentle Dissolve,The Cosmic Game,Thievery Corporation,2005
c01f9838d66929bd2494eb8e627054024a13d5c4,SOYITRT12A6D4FA789,1,We Are Nowhere and It's Now,Motion Sickness,Bright Eyes,2003
0a00498b9d607844a8826184ae7278097d1c008a,SOCKSGZ12A58A7CA4B,1,Bleed It Out [Live At Milton Keynes],Road To Revolution: Live At Milton Keynes,Linkin Park,2008
0a00498b9d607844a8826184ae7278097d1c008a,SOCSOVM12A8C135DBF,2,Born Slippy,Classic Big Tunes,Underworld,1995
0a00498b9d607844a8826184ae7278097d1c008a,SOCVOFW12A6D227200,1,Dimension,Dane Cook's Tourgasm Soundtrack,Wolfmother,2004
0a00498b9d607844a8826184ae7278097d1c008a,SOEBOWM12AB017F279,1,Hotel California,Hotel California / Pretty Maids All In A Row [Digital 45],Eagles,1976
0a00498b9d607844a8826184ae7278097d1c008a,SOFLJQZ12A6D4FADA6,1,Tive Sim,Nova Bis-Cartola,Cartola,1974
0a00498b9d607844a8826184ae7278097d1c008a,SOFWKCI12A8C13A22A,10,Bros Sto Rimagmeno Spiti (2003 Digital Remaster),50 Hronia Rebetiko Tragoudi,George Dalaras,0
0a00498b9d607844a8826184ae7278097d1c008a,SOGNPCC12A58A80B8A,1,Vagabond,Wolfmother,Wolfmother,2005
0a00498b9d607844a8826184ae7278097d1c008a,SOHFNKO12AB017C772,3,Kiss With A Fist,Wild Child OST,Florence + The Machine,2009
0a00498b9d607844a8826184ae7278097d1c008a,SOHTSUQ12A58A7AFCE,3,Safety Dance,Big Tunes - Back 2 The 80s,Men Without Hats,1992
0a00498b9d607844a8826184ae7278097d1c008a,SOICKYJ12A6310E910,2,Lucky Man,Urban Hymns,The Verve,1997
0a00498b9d607844a8826184ae7278097d1c008a,SOIEBXT12A8C1341E1,3,Piano Concerto No. 2 in G minor Op. 22 (2006 Digital Remaster): III.  Presto,Rachmaninov_ Piano Concerto No.3/ Saint-SaÃ«ns_ Piano Concerto No.2,Emil Gilels/Orchestre de la SociÃ©tÃ© des Concerts du Conservatoire/AndrÃ© Cluytens,0
0a00498b9d607844a8826184ae7278097d1c008a,SOLFXKT12AB017E3E0,3,Fireflies,Karaoke Monthly Vol. 2 (January 2010),Charttraxx Karaoke,2009
0a00498b9d607844a8826184ae7278097d1c008a,SOOFYCT12A6D4F8649,1,Love Train,Dimensions,Wolfmother,2006
0a00498b9d607844a8826184ae7278097d1c008a,SOPLOQG12A8C13D791,1,O.P.P.,Jarhead,Naughty By Nature,1991
0a00498b9d607844a8826184ae7278097d1c008a,SOPTPWD12A6D4FBD4E,11,Le Soir,Collection Disques PathÃ©,Line Renaud,0
0a00498b9d607844a8826184ae7278097d1c008a,SOPUELG12A6701D215,4,The Bad Touch,Cool - Rock,Bloodhound Gang,1999
0a00498b9d607844a8826184ae7278097d1c008a,SOPXKYD12A6D4FA876,1,Yellow,Yellow,Coldplay,2000
0a00498b9d607844a8826184ae7278097d1c008a,SOQGVCS12AF72A078D,6,Paradise City,Greatest Hits,Guns N' Roses,1987
0a00498b9d607844a8826184ae7278097d1c008a,SOQTFOR12A6D4F612A,5,All These Things That I've Done,Hot Fuss,The Killers,2004
0a00498b9d607844a8826184ae7278097d1c008a,SOSNOSA12A67ADA05B,1,Woman,NME Presents Essential Bands 2006,Wolfmother,2004
0a00498b9d607844a8826184ae7278097d1c008a,SOVCSMI12A3F1EAAD5,3,Bitter Sweet Symphony (2004 Digital Remaster),This Is Music: The Singles 92-98,The Verve,2004
0a00498b9d607844a8826184ae7278097d1c008a,SOWFUUS12AB01800E7,2,If Today Was Your Last Day (Album Version),Dark Horse,Nickelback,2008
0a00498b9d607844a8826184ae7278097d1c008a,SOWMPAO12A6D4F727B,2,Starry Eyed Surprise (Album Version),Happy Love Sick,Shifty,2004
0a00498b9d607844a8826184ae7278097d1c008a,SOWPAXV12A67ADA046,2,Push It,Ultimate Girl Groups,Salt-N-Pepa,1988
0a00498b9d607844a8826184ae7278097d1c008a,SOXRSDX12A67ADA057,1,Joker And The Thief,Joker And The Thief,Wolfmother,2006
0a00498b9d607844a8826184ae7278097d1c008a,SOYAEBR12AB01853D9,11,Danny Boy,Heritage,Irish Tenors,2001
0a00498b9d607844a8826184ae7278097d1c008a,SOYRFUE12AB0183E5C,2,Sometime Around Midnight,The Airborne Toxic Event,The Airborne Toxic Event,2008
610eaa449a4793ea791ff12252845f6002794c2a,SOAIIAR12A6D4FAC81,3,The Webs We Weave,Dying Is Your Latest Fashion,Escape The Fate,2006
610eaa449a4793ea791ff12252845f6002794c2a,SOBEJBH12AC468A455,2,You Had Me At Hello,And Their Name Was Treason,A Day To Remember,2005
610eaa449a4793ea791ff12252845f6002794c2a,SOBSGZI12A8C13F8DF,10,Signals Over The Air,War All The Time,Thursday,2003
610eaa449a4793ea791ff12252845f6002794c2a,SOCCDAW12A8C133D56,31,Apology,On Frail Wings of Vanity And Wax,Alesana,2005
610eaa449a4793ea791ff12252845f6002794c2a,SOCEANL12A58A7EF4E,10,This Song Is Called (Album Version),Plagues,The Devil Wears Prada,2007
610eaa449a4793ea791ff12252845f6002794c2a,SOCTJRZ12A6D4F9F19,2,Smile In Your Sleep (Album Version),Discovering The Waterfront,Silverstein,2005
610eaa449a4793ea791ff12252845f6002794c2a,SOEXGVE12AB0182E16,3,You Are So Beautiful,This War Is Ours,Escape The Fate,2008
610eaa449a4793ea791ff12252845f6002794c2a,SOEXXMC12AB0185DF3,11,You Can't Break A Broken Heart,Don't Look Away,Kate Voegele,2007
610eaa449a4793ea791ff12252845f6002794c2a,SOFLJQZ12A6D4FADA6,2,Tive Sim,Nova Bis-Cartola,Cartola,1974
610eaa449a4793ea791ff12252845f6002794c2a,SOGISMI12A8C133490,3,A Ribbon,Nino Rojo,Devendra Banhart,2004
610eaa449a4793ea791ff12252845f6002794c2a,SOIEBXT12A8C1341E1,1,Piano Concerto No. 2 in G minor Op. 22 (2006 Digital Remaster): III.  Presto,Rachmaninov_ Piano Concerto No.3/ Saint-SaÃ«ns_ Piano Concerto No.2,Emil Gilels/Orchestre de la SociÃ©tÃ© des Concerts du Conservatoire/AndrÃ© Cluytens,0
610eaa449a4793ea791ff12252845f6002794c2a,SOIUSBC12AC46890FE,4,Alerion (feat. NO),Stand Up And Scream,Asking Alexandria,2009
610eaa449a4793ea791ff12252845f6002794c2a,SOIWSNO12AC90718BB,4,I Used To Have A Best Friend (But Then He Gave Me An STD),Stand Up And Scream,Asking Alexandria,2009
610eaa449a4793ea791ff12252845f6002794c2a,SOJAOWH12AC4689103,5,A Candlelit Dinner With Inamorta (feat. NO),Stand Up And Scream,Asking Alexandria,2009
610eaa449a4793ea791ff12252845f6002794c2a,SOLTYDG12AB017FCD2,1,To Plant A Seed,To Plant A Seed,We Came As Romans,2009
610eaa449a4793ea791ff12252845f6002794c2a,SOLUVSG12AC468910B,5,Hey There Mr. Brooks (feat. Feat. Shawn Mike of Alesana),Stand Up And Scream,Asking Alexandria,2009
610eaa449a4793ea791ff12252845f6002794c2a,SONRDGT12A6D4FAC84,3,The Guillotine (Album Version),Dying Is Your Latest Fashion,Escape The Fate,2006
610eaa449a4793ea791ff12252845f6002794c2a,SOOQQSR12AC4689115,5,Not The American Average (feat. NO),Stand Up And Scream,Asking Alexandria,2009
610eaa449a4793ea791ff12252845f6002794c2a,SORBBFV12AB017D710,1,If It Means A Lot To You,Homesick [Special Edition],A Day To Remember,2009
610eaa449a4793ea791ff12252845f6002794c2a,SORLLRN12A58A7F1EE,5,Be With You,Dangerously In Love,BeyoncÃ©,2003
610eaa449a4793ea791ff12252845f6002794c2a,SOSGEGU12AB018188A,17,Never Say Never,Never Say Never,Armin van Buuren,2008
610eaa449a4793ea791ff12252845f6002794c2a,SOTCHRM12AC4689111,5,A Single Moment Of Sincerity (feat. NO),Stand Up And Scream,Asking Alexandria,2009
610eaa449a4793ea791ff12252845f6002794c2a,SOTLYEH12A8C1451AA,4,The Sadness Will Never End (Album Version),Suicide Season,Bring Me The Horizon,2008
610eaa449a4793ea791ff12252845f6002794c2a,SOUITQM12AB01894C0,5,Si mama,Aerolineas Federales,Aerolineas Federales,0
610eaa449a4793ea791ff12252845f6002794c2a,SOVULAV12A58A7C971,3,Congratulations_ I Hate You,On Frail Wings of Vanity And Wax,Alesana,2006
610eaa449a4793ea791ff12252845f6002794c2a,SOWKXNT12AC4689102,5,The Final Episode (Let's Change The Channel),Stand Up And Scream,Asking Alexandria,2009
610eaa449a4793ea791ff12252845f6002794c2a,SOWRCYH12A58A7C559,3,I'm Made Of Wax_ Larry_ What Are You Made Of?,Homesick [Special Edition],A Day To Remember,0
610eaa449a4793ea791ff12252845f6002794c2a,SOWVYYP12A6D4FAC87,3,There's No Sympathy For The Dead (Album Version),There's No Sympathy For The Dead,Escape The Fate,2006
610eaa449a4793ea791ff12252845f6002794c2a,SOYSRGJ12A6D4FAC8B,3,The Day I Left The Womb,Dying Is Your Latest Fashion,Escape The Fate,2006
610eaa449a4793ea791ff12252845f6002794c2a,SOZKLNO12AC468911D,4,I Was Once_ Possibly_ Maybe_ Perhaps A Cowboy King (feat. NO),Stand Up And Scream,Asking Alexandria,2009
7c593e9db9a77a2dc8d3d975bb837422d1b0242a,SOBLLXY12A8C140136,1,Rewind [feat. Wyclef Jean] (Album Version),R.O.O.T.S.,Flo Rida,2009
7c593e9db9a77a2dc8d3d975bb837422d1b0242a,SOEHSAH12AB017F8E4,1,L.E.D. There Be Light,Global DJ Broadcast Top 15 - March 2009,Rank 1,2009
7c593e9db9a77a2dc8d3d975bb837422d1b0242a,SOEWNJA12A67AE110B,1,Give It To Me,Massive R & B - Spring 2007,Timbaland / Justin Timberlake / Nelly Furtado,2007
7c593e9db9a77a2dc8d3d975bb837422d1b0242a,SOHDWWH12A6D4F7F6A,1,I Want A New Drug,Sports,Huey Lewis & The News,1983
7c593e9db9a77a2dc8d3d975bb837422d1b0242a,SOKBXLS12A6702111C,1,Unplayed Piano (Chris Lord-Alge Mix),Unplayed Piano,Damien Rice and Lisa Hannigan,0
7c593e9db9a77a2dc8d3d975bb837422d1b0242a,SONOYTE12A6D4F8697,1,(I Can't Get Me No) Satisfaction,Personal Effects,Devo,1977
7c593e9db9a77a2dc8d3d975bb837422d1b0242a,SOOFVNX12A6701C544,1,Would You Die For Me (Featuring Lil' Kim & Puff Daddy) (Album Version),Born Again,The Notorious B.I.G.,1999
7c593e9db9a77a2dc8d3d975bb837422d1b0242a,SOORTEC12A6D4F7F69,1,Bad Is Bad,Sports,Huey Lewis & The News,1983
7c593e9db9a77a2dc8d3d975bb837422d1b0242a,SOOYOJU12A670201D3,1,Area Codes,Word Of Mouf,Ludacris / Nate Dogg,2001
7c593e9db9a77a2dc8d3d975bb837422d1b0242a,SOPUCYA12A8C13A694,2,Canada,The End Is Here,Five Iron Frenzy,0
7c593e9db9a77a2dc8d3d975bb837422d1b0242a,SOQFEDG12AB018DD24,1,Girlfriend,Wolfgang Amadeus Phoenix,Phoenix,0
7c593e9db9a77a2dc8d3d975bb837422d1b0242a,SOQIOXQ12AAF3B2A37,1,Fences,Wolfgang Amadeus Phoenix,Phoenix,0
7c593e9db9a77a2dc8d3d975bb837422d1b0242a,SORGVYS12A8AE48882,2,First Day Of My Life (Single Version),First Day Of My Life,Bright Eyes,2005
7c593e9db9a77a2dc8d3d975bb837422d1b0242a,SORQMMA12A6D4F6F41,1,The Power Of Love,Playlist: 80s Hits,Huey Lewis And The News,1985
7c593e9db9a77a2dc8d3d975bb837422d1b0242a,SOVBBUR12AB0181734,2,There will be a happy meeting in Glory,Joseph Spence: The Complete Folkways Recordings_ 1958,Joseph Spence,0
7c593e9db9a77a2dc8d3d975bb837422d1b0242a,SOXJHPY12AF72A5227,2,Them Bones,Music Bank,Alice In Chains,1992
7c593e9db9a77a2dc8d3d975bb837422d1b0242a,SOZVUCT12A8C1424BE,1,Lasso,Wolfgang Amadeus Phoenix,Phoenix,0
3fc803c12264ab6599ee9e379c565be2bb3b0903,SOBFRNE12A6D4F7995,8,Le Courage Des Oiseaux,La Fossette,Dominique A,1991
3fc803c12264ab6599ee9e379c565be2bb3b0903,SOBOAFP12A8C131F36,4,Lucky (Album Version),We Sing.  We Dance.  We Steal Things.,Jason Mraz & Colbie Caillat,0
3fc803c12264ab6599ee9e379c565be2bb3b0903,SOCEBPI12A58A7D08E,22,Shortie Like Mine,The Price Of Fame,Bow Wow feat. Chris Brown and JohntÃ¡ Austin,0
3fc803c12264ab6599ee9e379c565be2bb3b0903,SODGVGW12AC9075A8D,1,Somebody To Love,My Worlds,Justin Bieber,2010
3fc803c12264ab6599ee9e379c565be2bb3b0903,SODTHOY12AC9071AE7,1,Runaway Love,My Worlds,Justin Bieber,2010
3fc803c12264ab6599ee9e379c565be2bb3b0903,SODWXJW12AAA8C5C29,1,Hochmah (Interlude),Grace And Gratitude,Olivia Newton-John,2006
3fc803c12264ab6599ee9e379c565be2bb3b0903,SOEVOXS12A8C1398CE,3,Got Money,Tha Carter III,Lil Wayne / T-Pain,0
3fc803c12264ab6599ee9e379c565be2bb3b0903,SOFPJGB12A8C143EA1,2,When You're Gone,When You're Gone,Avril Lavigne,2007
